M|efConstruction|efSearch|recall@1|build_time|search_time|memory_usage
16.0|2.0|16.0|770.0|884134.0|20944.0|656258362.0
16.0|2.0|32.0|770.0|884134.0|21942.0|656258362.0
16.0|4.0|2.0|775.0|743542.0|35384.0|656258362.0
16.0|4.0|4.0|775.0|743542.0|38720.0|656258362.0
16.0|4.0|8.0|775.0|743542.0|37253.0|656258362.0
16.0|4.0|16.0|775.0|743542.0|30393.0|656258362.0
16.0|4.0|32.0|775.0|743542.0|31914.0|656258362.0
16.0|8.0|2.0|777.0|735455.0|50861.0|656258362.0
16.0|8.0|4.0|777.0|735455.0|36958.0|656258362.0
16.0|8.0|8.0|777.0|735455.0|39893.0|656258362.0
16.0|8.0|16.0|777.0|735455.0|41140.0|656258362.0
16.0|8.0|32.0|777.0|735455.0|35020.0|656258362.0
16.0|16.0|2.0|777.0|339280.0|33609.0|656258362.0
16.0|16.0|4.0|777.0|339280.0|20883.0|656258362.0
16.0|16.0|8.0|777.0|339280.0|36902.0|656258362.0
16.0|16.0|16.0|777.0|339280.0|48205.0|656258362.0
16.0|16.0|32.0|777.0|339280.0|43586.0|656258362.0
16.0|32.0|2.0|771.0|532600.0|31914.0|656258362.0
16.0|32.0|4.0|771.0|532600.0|36418.0|656258362.0
16.0|32.0|8.0|771.0|532600.0|31915.0|656258362.0
16.0|32.0|16.0|771.0|532600.0|23936.0|656258362.0
16.0|32.0|32.0|771.0|532600.0|20944.0|656258362.0
32.0|2.0|2.0|903.0|18252.0|43844.0|784129506.0
32.0|2.0|4.0|903.0|18252.0|39893.0|784129506.0
32.0|2.0|8.0|903.0|18252.0|39894.0|784129506.0
32.0|2.0|16.0|903.0|18252.0|49379.0|784129506.0
32.0|2.0|32.0|903.0|18252.0|40891.0|784129506.0
32.0|4.0|2.0|910.0|905447.0|57327.0|784129506.0
32.0|4.0|4.0|910.0|905447.0|65823.0|784129506.0
32.0|4.0|8.0|910.0|905447.0|46385.0|784129506.0
32.0|4.0|16.0|910.0|905447.0|41515.0|784129506.0
32.0|4.0|32.0|910.0|905447.0|41400.0|784129506.0
32.0|8.0|2.0|901.0|275729.0|45877.0|784129506.0
32.0|8.0|4.0|901.0|275729.0|39893.0|784129506.0
32.0|8.0|8.0|901.0|275729.0|47147.0|784129506.0
32.0|8.0|16.0|901.0|275729.0|64669.0|784129506.0
32.0|8.0|32.0|901.0|275729.0|93907.0|784129506.0
32.0|16.0|2.0|902.0|435530.0|37863.0|784129506.0
32.0|16.0|4.0|902.0|435530.0|42438.0|784129506.0
32.0|16.0|8.0|902.0|435530.0|40891.0|784129506.0
32.0|16.0|16.0|902.0|435530.0|50864.0|784129506.0
32.0|16.0|32.0|902.0|435530.0|46875.0|784129506.0
32.0|32.0|2.0|905.0|846886.0|38897.0|784129506.0
32.0|32.0|4.0|905.0|846886.0|40783.0|784129506.0
32.0|32.0|8.0|905.0|846886.0|37899.0|784129506.0
32.0|32.0|16.0|905.0|846886.0|39894.0|784129506.0
32.0|32.0|32.0|905.0|846886.0|38896.0|784129506.0
64.0|2.0|2.0|936.0|241912.0|53532.0|1040062422.0
64.0|2.0|4.0|936.0|241912.0|55851.0|1040062422.0
64.0|2.0|8.0|936.0|241912.0|54853.0|1040062422.0
64.0|2.0|16.0|936.0|241912.0|48869.0|1040062422.0
64.0|2.0|32.0|936.0|241912.0|55851.0|1040062422.0
64.0|4.0|2.0|936.0|916377.0|74388.0|1040062422.0
64.0|4.0|4.0|936.0|916377.0|57037.0|1040062422.0
64.0|4.0|8.0|936.0|916377.0|61877.0|1040062422.0
64.0|4.0|16.0|936.0|916377.0|65888.0|1040062422.0
64.0|4.0|32.0|936.0|916377.0|63680.0|1040062422.0
64.0|8.0|2.0|941.0|460028.0|49867.0|1040062422.0
64.0|8.0|4.0|941.0|460028.0|51862.0|1040062422.0
64.0|8.0|8.0|941.0|460028.0|52859.0|1040062422.0
64.0|8.0|16.0|941.0|460028.0|50864.0|1040062422.0
64.0|8.0|32.0|941.0|460028.0|52859.0|1040062422.0
64.0|16.0|2.0|934.0|859021.0|51861.0|1040062422.0
64.0|16.0|4.0|934.0|859021.0|58843.0|1040062422.0
64.0|16.0|8.0|934.0|859021.0|56848.0|1040062422.0
64.0|16.0|16.0|934.0|859021.0|54853.0|1040062422.0
64.0|16.0|32.0|934.0|859021.0|54996.0|1040062422.0
64.0|32.0|2.0|936.0|916718.0|50864.0|1040062422.0
64.0|32.0|4.0|936.0|916718.0|49866.0|1040062422.0
64.0|32.0|8.0|936.0|916718.0|49866.0|1040062422.0
64.0|32.0|16.0|936.0|916718.0|49868.0|1040062422.0
64.0|32.0|32.0|936.0|916718.0|50864.0|1040062422.0
128.0|2.0|2.0|946.0|922058.0|83868.0|1552018390.0
128.0|2.0|4.0|946.0|922058.0|65825.0|1552018390.0
128.0|2.0|8.0|946.0|922058.0|68816.0|1552018390.0
128.0|2.0|16.0|946.0|922058.0|68817.0|1552018390.0
128.0|2.0|32.0|946.0|922058.0|68882.0|1552018390.0
128.0|4.0|2.0|945.0|111548.0|83775.0|1552018390.0
128.0|4.0|4.0|945.0|111548.0|63830.0|1552018390.0
128.0|4.0|8.0|945.0|111548.0|64871.0|1552018390.0
128.0|4.0|16.0|945.0|111548.0|66821.0|1552018390.0
128.0|4.0|32.0|945.0|111548.0|65824.0|1552018390.0
128.0|8.0|2.0|941.0|152773.0|126837.0|1552018390.0
128.0|8.0|4.0|941.0|152773.0|108709.0|1552018390.0
128.0|8.0|8.0|941.0|152773.0|82779.0|1552018390.0
128.0|8.0|16.0|941.0|152773.0|71874.0|1552018390.0
128.0|8.0|32.0|941.0|152773.0|86768.0|1552018390.0
128.0|16.0|2.0|944.0|207651.0|90092.0|1552018390.0
128.0|16.0|4.0|944.0|207651.0|85770.0|1552018390.0
128.0|16.0|8.0|944.0|207651.0|77793.0|1552018390.0
128.0|16.0|16.0|944.0|207651.0|95743.0|1552018390.0
128.0|16.0|32.0|944.0|207651.0|78789.0|1552018390.0
128.0|32.0|2.0|944.0|340533.0|92942.0|1552018390.0
128.0|32.0|4.0|944.0|340533.0|72806.0|1552018390.0
128.0|32.0|8.0|944.0|340533.0|103724.0|1552018390.0
128.0|32.0|16.0|944.0|340533.0|130653.0|1552018390.0
128.0|32.0|32.0|944.0|340533.0|110705.0|1552018390.0
